"Label (Grouping)","Alabama!!Number!!Estimate","Alabama!!Number!!Margin of Error","Alabama!!Percent Distribution!!Estimate","Alabama!!Percent Distribution!!Margin of Error","Alabama!!Median income (dollars)!!Estimate","Alabama!!Median income (dollars)!!Margin of Error","Alaska!!Number!!Estimate","Alaska!!Number!!Margin of Error","Alaska!!Percent Distribution!!Estimate","Alaska!!Percent Distribution!!Margin of Error","Alaska!!Median income (dollars)!!Estimate","Alaska!!Median income (dollars)!!Margin of Error","Arizona!!Number!!Estimate","Arizona!!Number!!Margin of Error","Arizona!!Percent Distribution!!Estimate","Arizona!!Percent Distribution!!Margin of Error","Arizona!!Median income (dollars)!!Estimate","Arizona!!Median income (dollars)!!Margin of Error","Arkansas!!Number!!Estimate","Arkansas!!Number!!Margin of Error","Arkansas!!Percent Distribution!!Estimate","Arkansas!!Percent Distribution!!Margin of Error","Arkansas!!Median income (dollars)!!Estimate","Arkansas!!Median income (dollars)!!Margin of Error","California!!Number!!Estimate","California!!Number!!Margin of Error","California!!Percent Distribution!!Estimate","California!!Percent Distribution!!Margin of Error","California!!Median income (dollars)!!Estimate","California!!Median income (dollars)!!Margin of Error","Colorado!!Number!!Estimate","Colorado!!Number!!Margin of Error","Colorado!!Percent Distribution!!Estimate","Colorado!!Percent Distribution!!Margin of Error","Colorado!!Median income (dollars)!!Estimate","Colorado!!Median income (dollars)!!Margin of Error","Connecticut!!Number!!Estimate","Connecticut!!Number!!Margin of Error","Connecticut!!Percent Distribution!!Estimate","Connecticut!!Percent Distribution!!Margin of Error","Connecticut!!Median income (dollars)!!Estimate","Connecticut!!Median income (dollars)!!Margin of Error","Delaware!!Number!!Estimate","Delaware!!Number!!Margin of Error","Delaware!!Percent Distribution!!Estimate","Delaware!!Percent Distribution!!Margin of Error","Delaware!!Median income (dollars)!!Estimate","Delaware!!Median income (dollars)!!Margin of Error","District of Columbia!!Number!!Estimate","District of Columbia!!Number!!Margin of Error","District of Columbia!!Percent Distribution!!Estimate","District of Columbia!!Percent Distribution!!Margin of Error","District of Columbia!!Median income (dollars)!!Estimate","District of Columbia!!Median income (dollars)!!Margin of Error","Florida!!Number!!Estimate","Florida!!Number!!Margin of Error","Florida!!Percent Distribution!!Estimate","Florida!!Percent Distribution!!Margin of Error","Florida!!Median income (dollars)!!Estimate","Florida!!Median income (dollars)!!Margin of Error","Georgia!!Number!!Estimate","Georgia!!Number!!Margin of Error","Georgia!!Percent Distribution!!Estimate","Georgia!!Percent Distribution!!Margin of Error","Georgia!!Median income (dollars)!!Estimate","Georgia!!Median income (dollars)!!Margin of Error","Hawaii!!Number!!Estimate","Hawaii!!Number!!Margin of Error","Hawaii!!Percent Distribution!!Estimate","Hawaii!!Percent Distribution!!Margin of Error","Hawaii!!Median income (dollars)!!Estimate","Hawaii!!Median income (dollars)!!Margin of Error","Idaho!!Number!!Estimate","Idaho!!Number!!Margin of Error","Idaho!!Percent Distribution!!Estimate","Idaho!!Percent Distribution!!Margin of Error","Idaho!!Median income (dollars)!!Estimate","Idaho!!Median income (dollars)!!Margin of Error","Illinois!!Number!!Estimate","Illinois!!Number!!Margin of Error","Illinois!!Percent Distribution!!Estimate","Illinois!!Percent Distribution!!Margin of Error","Illinois!!Median income (dollars)!!Estimate","Illinois!!Median income (dollars)!!Margin of Error","Indiana!!Number!!Estimate","Indiana!!Number!!Margin of Error","Indiana!!Percent Distribution!!Estimate","Indiana!!Percent Distribution!!Margin of Error","Indiana!!Median income (dollars)!!Estimate","Indiana!!Median income (dollars)!!Margin of Error","Iowa!!Number!!Estimate","Iowa!!Number!!Margin of Error","Iowa!!Percent Distribution!!Estimate","Iowa!!Percent Distribution!!Margin of Error","Iowa!!Median income (dollars)!!Estimate","Iowa!!Median income (dollars)!!Margin of Error","Kansas!!Number!!Estimate","Kansas!!Number!!Margin of Error","Kansas!!Percent Distribution!!Estimate","Kansas!!Percent Distribution!!Margin of Error","Kansas!!Median income (dollars)!!Estimate","Kansas!!Median income (dollars)!!Margin of Error","Kentucky!!Number!!Estimate","Kentucky!!Number!!Margin of Error","Kentucky!!Percent Distribution!!Estimate","Kentucky!!Percent Distribution!!Margin of Error","Kentucky!!Median income (dollars)!!Estimate","Kentucky!!Median income (dollars)!!Margin of Error","Louisiana!!Number!!Estimate","Louisiana!!Number!!Margin of Error","Louisiana!!Percent Distribution!!Estimate","Louisiana!!Percent Distribution!!Margin of Error","Louisiana!!Median income (dollars)!!Estimate","Louisiana!!Median income (dollars)!!Margin of Error","Maine!!Number!!Estimate","Maine!!Number!!Margin of Error","Maine!!Percent Distribution!!Estimate","Maine!!Percent Distribution!!Margin of Error","Maine!!Median income (dollars)!!Estimate","Maine!!Median income (dollars)!!Margin of Error","Maryland!!Number!!Estimate","Maryland!!Number!!Margin of Error","Maryland!!Percent Distribution!!Estimate","Maryland!!Percent Distribution!!Margin of Error","Maryland!!Median income (dollars)!!Estimate","Maryland!!Median income (dollars)!!Margin of Error","Massachusetts!!Number!!Estimate","Massachusetts!!Number!!Margin of Error","Massachusetts!!Percent Distribution!!Estimate","Massachusetts!!Percent Distribution!!Margin of Error","Massachusetts!!Median income (dollars)!!Estimate","Massachusetts!!Median income (dollars)!!Margin of Error","Michigan!!Number!!Estimate","Michigan!!Number!!Margin of Error","Michigan!!Percent Distribution!!Estimate","Michigan!!Percent Distribution!!Margin of Error","Michigan!!Median income (dollars)!!Estimate","Michigan!!Median income (dollars)!!Margin of Error","Minnesota!!Number!!Estimate","Minnesota!!Number!!Margin of Error","Minnesota!!Percent Distribution!!Estimate","Minnesota!!Percent Distribution!!Margin of Error","Minnesota!!Median income (dollars)!!Estimate","Minnesota!!Median income (dollars)!!Margin of Error","Mississippi!!Number!!Estimate","Mississippi!!Number!!Margin of Error","Mississippi!!Percent Distribution!!Estimate","Mississippi!!Percent Distribution!!Margin of Error","Mississippi!!Median income (dollars)!!Estimate","Mississippi!!Median income (dollars)!!Margin of Error","Missouri!!Number!!Estimate","Missouri!!Number!!Margin of Error","Missouri!!Percent Distribution!!Estimate","Missouri!!Percent Distribution!!Margin of Error","Missouri!!Median income (dollars)!!Estimate","Missouri!!Median income (dollars)!!Margin of Error","Montana!!Number!!Estimate","Montana!!Number!!Margin of Error","Montana!!Percent Distribution!!Estimate","Montana!!Percent Distribution!!Margin of Error","Montana!!Median income (dollars)!!Estimate","Montana!!Median income (dollars)!!Margin of Error","Nebraska!!Number!!Estimate","Nebraska!!Number!!Margin of Error","Nebraska!!Percent Distribution!!Estimate","Nebraska!!Percent Distribution!!Margin of Error","Nebraska!!Median income (dollars)!!Estimate","Nebraska!!Median income (dollars)!!Margin of Error","Nevada!!Number!!Estimate","Nevada!!Number!!Margin of Error","Nevada!!Percent Distribution!!Estimate","Nevada!!Percent Distribution!!Margin of Error","Nevada!!Median income (dollars)!!Estimate","Nevada!!Median income (dollars)!!Margin of Error","New Hampshire!!Number!!Estimate","New Hampshire!!Number!!Margin of Error","New Hampshire!!Percent Distribution!!Estimate","New Hampshire!!Percent Distribution!!Margin of Error","New Hampshire!!Median income (dollars)!!Estimate","New Hampshire!!Median income (dollars)!!Margin of Error","New Jersey!!Number!!Estimate","New Jersey!!Number!!Margin of Error","New Jersey!!Percent Distribution!!Estimate","New Jersey!!Percent Distribution!!Margin of Error","New Jersey!!Median income (dollars)!!Estimate","New Jersey!!Median income (dollars)!!Margin of Error","New Mexico!!Number!!Estimate","New Mexico!!Number!!Margin of Error","New Mexico!!Percent Distribution!!Estimate","New Mexico!!Percent Distribution!!Margin of Error","New Mexico!!Median income (dollars)!!Estimate","New Mexico!!Median income (dollars)!!Margin of Error","New York!!Number!!Estimate","New York!!Number!!Margin of Error","New York!!Percent Distribution!!Estimate","New York!!Percent Distribution!!Margin of Error","New York!!Median income (dollars)!!Estimate","New York!!Median income (dollars)!!Margin of Error","North Carolina!!Number!!Estimate","North Carolina!!Number!!Margin of Error","North Carolina!!Percent Distribution!!Estimate","North Carolina!!Percent Distribution!!Margin of Error","North Carolina!!Median income (dollars)!!Estimate","North Carolina!!Median income (dollars)!!Margin of Error","North Dakota!!Number!!Estimate","North Dakota!!Number!!Margin of Error","North Dakota!!Percent Distribution!!Estimate","North Dakota!!Percent Distribution!!Margin of Error","North Dakota!!Median income (dollars)!!Estimate","North Dakota!!Median income (dollars)!!Margin of Error","Ohio!!Number!!Estimate","Ohio!!Number!!Margin of Error","Ohio!!Percent Distribution!!Estimate","Ohio!!Percent Distribution!!Margin of Error","Ohio!!Median income (dollars)!!Estimate","Ohio!!Median income (dollars)!!Margin of Error","Oklahoma!!Number!!Estimate","Oklahoma!!Number!!Margin of Error","Oklahoma!!Percent Distribution!!Estimate","Oklahoma!!Percent Distribution!!Margin of Error","Oklahoma!!Median income (dollars)!!Estimate","Oklahoma!!Median income (dollars)!!Margin of Error","Oregon!!Number!!Estimate","Oregon!!Number!!Margin of Error","Oregon!!Percent Distribution!!Estimate","Oregon!!Percent Distribution!!Margin of Error","Oregon!!Median income (dollars)!!Estimate","Oregon!!Median income (dollars)!!Margin of Error","Pennsylvania!!Number!!Estimate","Pennsylvania!!Number!!Margin of Error","Pennsylvania!!Percent Distribution!!Estimate","Pennsylvania!!Percent Distribution!!Margin of Error","Pennsylvania!!Median income (dollars)!!Estimate","Pennsylvania!!Median income (dollars)!!Margin of Error","Rhode Island!!Number!!Estimate","Rhode Island!!Number!!Margin of Error","Rhode Island!!Percent Distribution!!Estimate","Rhode Island!!Percent Distribution!!Margin of Error","Rhode Island!!Median income (dollars)!!Estimate","Rhode Island!!Median income (dollars)!!Margin of Error","South Carolina!!Number!!Estimate","South Carolina!!Number!!Margin of Error","South Carolina!!Percent Distribution!!Estimate","South Carolina!!Percent Distribution!!Margin of Error","South Carolina!!Median income (dollars)!!Estimate","South Carolina!!Median income (dollars)!!Margin of Error","South Dakota!!Number!!Estimate","South Dakota!!Number!!Margin of Error","South Dakota!!Percent Distribution!!Estimate","South Dakota!!Percent Distribution!!Margin of Error","South Dakota!!Median income (dollars)!!Estimate","South Dakota!!Median income (dollars)!!Margin of Error","Tennessee!!Number!!Estimate","Tennessee!!Number!!Margin of Error","Tennessee!!Percent Distribution!!Estimate","Tennessee!!Percent Distribution!!Margin of Error","Tennessee!!Median income (dollars)!!Estimate","Tennessee!!Median income (dollars)!!Margin of Error","Texas!!Number!!Estimate","Texas!!Number!!Margin of Error","Texas!!Percent Distribution!!Estimate","Texas!!Percent Distribution!!Margin of Error","Texas!!Median income (dollars)!!Estimate","Texas!!Median income (dollars)!!Margin of Error","Utah!!Number!!Estimate","Utah!!Number!!Margin of Error","Utah!!Percent Distribution!!Estimate","Utah!!Percent Distribution!!Margin of Error","Utah!!Median income (dollars)!!Estimate","Utah!!Median income (dollars)!!Margin of Error","Vermont!!Number!!Estimate","Vermont!!Number!!Margin of Error","Vermont!!Percent Distribution!!Estimate","Vermont!!Percent Distribution!!Margin of Error","Vermont!!Median income (dollars)!!Estimate","Vermont!!Median income (dollars)!!Margin of Error","Virginia!!Number!!Estimate","Virginia!!Number!!Margin of Error","Virginia!!Percent Distribution!!Estimate","Virginia!!Percent Distribution!!Margin of Error","Virginia!!Median income (dollars)!!Estimate","Virginia!!Median income (dollars)!!Margin of Error","Washington!!Number!!Estimate","Washington!!Number!!Margin of Error","Washington!!Percent Distribution!!Estimate","Washington!!Percent Distribution!!Margin of Error","Washington!!Median income (dollars)!!Estimate","Washington!!Median income (dollars)!!Margin of Error","West Virginia!!Number!!Estimate","West Virginia!!Number!!Margin of Error","West Virginia!!Percent Distribution!!Estimate","West Virginia!!Percent Distribution!!Margin of Error","West Virginia!!Median income (dollars)!!Estimate","West Virginia!!Median income (dollars)!!Margin of Error","Wisconsin!!Number!!Estimate","Wisconsin!!Number!!Margin of Error","Wisconsin!!Percent Distribution!!Estimate","Wisconsin!!Percent Distribution!!Margin of Error","Wisconsin!!Median income (dollars)!!Estimate","Wisconsin!!Median income (dollars)!!Margin of Error","Wyoming!!Number!!Estimate","Wyoming!!Number!!Margin of Error","Wyoming!!Percent Distribution!!Estimate","Wyoming!!Percent Distribution!!Margin of Error","Wyoming!!Median income (dollars)!!Estimate","Wyoming!!Median income (dollars)!!Margin of Error","Puerto Rico!!Number!!Estimate","Puerto Rico!!Number!!Margin of Error","Puerto Rico!!Percent Distribution!!Estimate","Puerto Rico!!Percent Distribution!!Margin of Error","Puerto Rico!!Median income (dollars)!!Estimate","Puerto Rico!!Median income (dollars)!!Margin of Error"
"HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Households","2,059,528","±11,700","2,059,528","±11,700","66,659","±780","274,045","±3,774","274,045","±3,774","95,665","±3,278","2,982,475","±11,520","2,982,475","±11,520","81,486","±684","1,246,754","±7,595","1,246,754","±7,595","62,106","±831","13,797,638","±19,379","13,797,638","±19,379","100,149","±381","2,479,892","±8,293","2,479,892","±8,293","97,113","±1,081","1,455,235","±6,160","1,455,235","±6,160","96,049","±1,824","412,304","±3,893","412,304","±3,893","87,534","±2,747","329,687","±4,510","329,687","±4,510","109,707","±4,149","9,141,675","±28,885","9,141,675","±28,885","77,735","±564","4,220,732","±13,456","4,220,732","±13,456","79,991","±633","493,151","±6,276","493,151","±6,276","100,745","±1,760","751,181","±5,831","751,181","±5,831","81,166","±1,340","5,105,448","±12,305","5,105,448","±12,305","83,211","±898","2,775,637","±11,977","2,775,637","±11,977","71,959","±630","1,343,422","±8,051","1,343,422","±8,051","75,501","±1,016","1,204,374","±6,458","1,204,374","±6,458","75,514","±996","1,865,456","±8,525","1,865,456","±8,525","64,526","±1,165","1,848,965","±8,172","1,848,965","±8,172","60,986","±803","615,235","±5,086","615,235","±5,086","76,442","±1,354","2,401,394","±7,099","2,401,394","±7,099","102,905","±1,404","2,829,804","±9,140","2,829,804","±9,140","104,828","±1,650","4,131,281","±12,742","4,131,281","±12,742","72,389","±567","2,363,442","±7,555","2,363,442","±7,555","87,117","±961","1,176,690","±8,112","1,176,690","±8,112","59,127","±1,560","2,563,244","±10,377","2,563,244","±10,377","71,589","±703","468,981","±3,571","468,981","±3,571","75,340","±1,635","824,012","±4,590","824,012","±4,590","76,376","±1,384","1,238,925","±7,143","1,238,925","±7,143","81,134","±1,112","570,689","±4,703","570,689","±4,703","99,782","±2,489","3,543,944","±7,728","3,543,944","±7,728","104,294","±997","856,970","±6,035","856,970","±6,035","67,816","±1,867","7,828,074","±18,401","7,828,074","±18,401","85,820","±653","4,496,359","±13,556","4,496,359","±13,556","73,958","±863","349,705","±2,892","349,705","±2,892","77,871","±2,755","4,929,322","±14,176","4,929,322","±14,176","72,212","±538","1,603,748","±5,259","1,603,748","±5,259","66,148","±663","1,744,270","±7,249","1,744,270","±7,249","85,220","±1,399","5,361,724","±11,743","5,361,724","±11,743","77,545","±816","448,318","±4,122","448,318","±4,122","83,504","±3,548","2,222,890","±11,062","2,222,890","±11,062","72,350","±959","382,302","±3,562","382,302","±3,562","76,881","±1,990","2,928,765","±12,443","2,928,765","±12,443","71,997","±638","11,449,769","±22,867","11,449,769","±22,867","79,721","±564","1,184,428","±7,000","1,184,428","±7,000","96,658","±1,179","285,548","±2,976","285,548","±2,976","82,730","±1,846","3,449,307","±12,826","3,449,307","±12,826","92,090","±831","3,168,080","±9,393","3,168,080","±9,393","99,389","±1,322","740,840","±7,351","740,840","±7,351","60,798","±1,120","2,535,198","±8,638","2,535,198","±8,638","77,488","±902","256,289","±2,645","256,289","±2,645","75,532","±2,468","1,242,609","±10,856","1,242,609","±10,856","27,213","±751"
"        One race--","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"            White","1,359,617","±9,058","66.0%","±0.3","76,092","±842","184,780","±3,647","67.4%","±1.1","103,547","±3,495","1,958,743","±13,062","65.7%","±0.4","85,631","±1,125","891,506","±7,780","71.5%","±0.5","67,305","±1,356","6,370,777","±22,423","46.2%","±0.2","107,089","±695","1,864,788","±11,178","75.2%","±0.4","101,589","±904","1,011,707","±7,912","69.5%","±0.5","104,772","±2,170","270,628","±4,069","65.6%","±0.8","92,181","±2,669","138,012","±3,136","41.9%","±0.9","162,806","±9,691","5,570,208","±26,304","60.9%","±0.2","83,063","±860","2,270,177","±13,599","53.8%","±0.3","90,358","±826","145,183","±3,218","29.4%","±0.7","101,910","±4,910","639,830","±5,765","85.2%","±0.6","81,368","±1,230","3,359,585","±13,879","65.8%","±0.2","90,680","±738","2,217,071","±13,062","79.9%","±0.3","75,517","±748","1,169,766","±8,071","87.1%","±0.3","78,134","±1,309","956,246","±6,755","79.4%","±0.5","78,634","±1,410","1,576,574","±9,877","84.5%","±0.4","66,749","±962","1,098,003","±7,976","59.4%","±0.4","75,551","±1,344","567,229","±4,881","92.2%","±0.5","76,355","±1,363","1,241,753","±9,558","51.7%","±0.4","115,769","±1,955","2,056,362","±11,003","72.7%","±0.4","112,456","±1,547","3,161,727","±12,256","76.5%","±0.2","77,701","±784","1,935,523","±9,150","81.9%","±0.3","91,298","±873","677,651","±6,307","57.6%","±0.5","72,026","±2,002","2,052,591","±10,837","80.1%","±0.3","76,092","±864","411,878","±4,494","87.8%","±0.6","77,378","±1,874","678,905","±4,453","82.4%","±0.5","79,563","±1,949","698,425","±8,219","56.4%","±0.6","87,061","±2,328","516,099","±4,893","90.4%","±0.5","100,134","±2,417","2,055,596","±10,448","58.0%","±0.3","116,699","±1,519","459,518","±6,691","53.6%","±0.7","74,004","±2,485","4,701,027","±17,804","60.1%","±0.2","96,228","±995","2,931,517","±12,922","65.2%","±0.2","81,639","±724","296,446","±2,899","84.8%","±0.8","81,609","±2,025","3,891,771","±14,459","79.0%","±0.2","77,414","±738","1,124,571","±5,111","70.1%","±0.3","69,959","±980","1,385,219","±8,519","79.4%","±0.4","85,706","±1,226","4,148,776","±13,856","77.4%","±0.2","82,613","±805","331,384","±5,440","73.9%","±1.1","93,590","±3,704","1,472,856","±9,063","66.3%","±0.4","82,088","±874","324,515","±3,738","84.9%","±0.7","81,011","±1,608","2,191,779","±12,152","74.8%","±0.3","77,818","±1,048","6,006,774","±24,364","52.5%","±0.2","90,006","±663","967,201","±7,855","81.7%","±0.5","100,051","±1,250","263,465","±3,330","92.3%","±0.7","83,368","±1,943","2,217,211","±11,858","64.3%","±0.3","98,905","±1,336","2,239,763","±11,171","70.7%","±0.3","100,115","±1,082","678,097","±7,013","91.5%","±0.4","61,260","±1,183","2,132,925","±9,533","84.1%","±0.2","80,941","±701","220,294","±3,572","86.0%","±1.0","77,946","±3,352","275,200","±7,473","22.1%","±0.6","26,499","±1,156"
"            Black or African American","531,429","±7,755","25.8%","±0.3","46,756","±1,211","N","N","N","N","71,799","±37,738","125,348","±6,381","4.2%","±0.2","67,630","±5,983","183,792","±4,711","14.7%","±0.4","42,930","±2,426","817,497","±13,891","5.9%","±0.1","71,211","±1,914","97,618","±3,744","3.9%","±0.2","72,214","±5,713","147,561","±4,967","10.1%","±0.3","66,926","±4,271","80,924","±3,635","19.6%","±0.9","69,892","±4,747","130,193","±3,829","39.5%","±1.1","59,285","±4,128","1,211,584","±15,905","13.3%","±0.2","59,941","±1,311","1,304,221","±13,353","30.9%","±0.3","61,893","±994","9,592","±1,351","1.9%","±0.3","85,438","±10,451","N","N","N","N","88,881","±13,247","687,166","±8,466","13.5%","±0.2","51,174","±1,684","250,946","±6,601","9.0%","±0.2","51,176","±1,953","46,191","±2,956","3.4%","±0.2","42,073","±5,085","62,601","±3,073","5.2%","±0.3","45,387","±4,877","127,858","±4,755","6.9%","±0.3","47,881","±4,266","561,071","±7,381","30.3%","±0.4","39,404","±1,700","8,095","±1,535","1.3%","±0.2","69,855","±14,643","719,122","±7,213","29.9%","±0.3","82,166","±1,821","174,568","±4,874","6.2%","±0.2","73,831","±4,700","534,381","±7,849","12.9%","±0.2","45,780","±1,190","146,940","±4,925","6.2%","±0.2","53,653","±2,710","424,451","±6,242","36.1%","±0.5","43,005","±1,792","277,212","±6,877","10.8%","±0.3","48,365","±3,325","N","N","N","N","71,824","±13,776","35,308","±2,893","4.3%","±0.3","46,406","±7,300","114,840","±4,561","9.3%","±0.4","52,276","±3,497","7,242","±1,351","1.3%","±0.2","65,986","±17,970","445,118","±8,713","12.6%","±0.2","76,291","±3,024","18,238","±2,285","2.1%","±0.3","59,803","±16,528","1,055,254","±16,251","13.5%","±0.2","60,710","±1,464","918,071","±12,077","20.4%","±0.3","54,576","±1,135","12,201","±1,429","3.5%","±0.4","49,497","±11,792","591,557","±9,912","12.0%","±0.2","45,827","±1,478","107,705","±4,163","6.7%","±0.3","46,435","±2,489","30,524","±2,879","1.7%","±0.2","66,756","±7,146","554,939","±8,948","10.4%","±0.2","50,787","±1,237","22,692","±2,785","5.1%","±0.6","57,759","±12,831","527,369","±7,797","23.7%","±0.3","50,335","±1,450","N","N","N","N","62,135","±12,668","448,942","±7,693","15.3%","±0.3","49,959","±2,559","1,500,025","±15,200","13.1%","±0.1","61,752","±980","12,258","±2,193","1.0%","±0.2","67,991","±25,001","N","N","N","N","N","N","653,988","±9,489","19.0%","±0.3","67,360","±2,091","122,709","±5,567","3.9%","±0.2","75,934","±9,312","20,506","±1,877","2.8%","±0.3","53,174","±10,933","142,326","±5,073","5.6%","±0.2","47,556","±2,637","N","N","N","N","53,546","±49,383","69,349","±5,291","5.6%","±0.4","26,788","±2,570"
"            American Indian and Alaska Native","9,263","±1,636","0.4%","±0.1","67,263","±7,754","31,807","±1,908","11.6%","±0.6","61,191","±4,787","99,370","±4,257","3.3%","±0.1","55,628","±4,459","5,408","±1,204","0.4%","±0.1","54,737","±8,070","175,246","±7,312","1.3%","±0.1","85,434","±3,606","26,906","±2,925","1.1%","±0.1","83,063","±21,744","N","N","N","N","73,495","±18,599","N","N","N","N","89,323","±17,442","N","N","N","N","133,673","±124,084","30,625","±3,326","0.3%","±0.1","63,293","±11,261","16,671","±2,836","0.4%","±0.1","73,278","±8,787","N","N","N","N","58,866","±51,476","7,043","±1,049","0.9%","±0.1","72,431","±13,239","33,617","±3,245","0.7%","±0.1","81,487","±4,649","11,364","±2,344","0.4%","±0.1","63,438","±15,623","4,247","±1,106","0.3%","±0.1","65,347","±11,853","8,996","±1,338","0.7%","±0.1","51,808","±13,905","N","N","N","N","47,129","±11,003","11,211","±1,498","0.6%","±0.1","57,059","±6,759","2,788","±621","0.5%","±0.1","69,375","±25,592","8,981","±2,106","0.4%","±0.1","74,978","±15,035","N","N","N","N","66,363","±16,626","19,451","±2,027","0.5%","±0.1","47,079","±4,020","18,788","±1,762","0.8%","±0.1","51,486","±7,141","5,395","±1,271","0.5%","±0.1","34,867","±10,049","7,807","±1,174","0.3%","±0.1","57,052","±5,872","18,555","±1,370","4.0%","±0.3","49,253","±5,055","7,774","±1,403","0.9%","±0.2","44,599","±10,817","16,525","±2,073","1.3%","±0.2","75,779","±9,061","N","N","N","N","94,014","±57,367","18,785","±2,668","0.5%","±0.1","72,266","±7,063","67,423","±3,338","7.9%","±0.4","53,307","±3,927","42,502","±4,204","0.5%","±0.1","52,083","±12,942","44,656","±2,526","1.0%","±0.1","52,400","±4,539","11,935","±1,588","3.4%","±0.4","55,143","±12,032","11,327","±2,133","0.2%","±0.1","45,955","±16,142","98,149","±2,767","6.1%","±0.2","56,768","±1,768","18,404","±2,278","1.1%","±0.1","63,278","±12,944","10,766","±2,382","0.2%","±0.1","58,668","±18,477","N","N","N","N","40,526","±27,954","9,229","±1,712","0.4%","±0.1","69,530","±11,479","19,109","±1,455","5.0%","±0.4","40,846","±12,021","9,184","±1,658","0.3%","±0.1","70,510","±20,003","89,838","±6,077","0.8%","±0.1","71,012","±4,555","12,325","±1,728","1.0%","±0.1","64,221","±13,930","N","N","N","N","N","N","13,360","±2,311","0.4%","±0.1","65,274","±14,932","35,042","±2,856","1.1%","±0.1","69,308","±5,901","N","N","N","N","25,492","±14,168","19,666","±1,916","0.8%","±0.1","56,539","±7,325","3,532","±852","1.4%","±0.3","56,900","±13,524","N","N","N","N","34,940","±21,026"
