State,FY,COLI (Cost of Living) Adjustment,EMI (Enrollment Mix) Adjustment,HECA (Inflation) Adjustment,CPI (Inflation) Adjustment,Total State Support,Total State and Local Support,Total Federal Stimulus,Total State and Local Support Excluding Federal Stimulus,Adjustments to State Support,Research - Agriculture - Medical (RAM),Total Independent Support,Total Financial Aid,Education Appropriations,Public Federal Stimulus,Education Appropriations Excluding Federal Stimulus,General Public Operations,State Public Financial Aid as a Percent of Education Appropriations,Net Tuition and Fee Revenue,Student Share,Total Education Revenue,Total Education Revenue Excluding Federal Stimulus,Net FTE Enrollment,State Tax Appropriations,Non-Tax Support,Local Appropriations,Federal Stimulus Used for Financial Aid,Agency Funding,Independent Operating,Non-Credit,State Public Financial Aid,Independent Financial Aid,Out-of-State Financial Aid,Agriculture and Extension Appropriations,Hospital Appropriations,Medical School Appropriations,Research Appropriations,Gross Tuition and Fee Revenue,Medical Tuition and Fee Revenue,Institutional Discounts and Waivers,Tuition and Fees Used for Debt Service,Gross FTE Enrollment,Medical FTE Enrollment
Nebraska,1995,0.949022,1.001357,0.456229,0.485351,368000000,417200000,,417200000,,118800000,,,298400000,,298400000,,,111300000,0.271662191847693,409700000,409700000,67240,,,49200000,,,,,,,,,,,,,,,,,
Nevada,1995,1.053903,1.038213,0.456229,0.485351,194900000,194900000,,194900000,,22200000,,,172700000,,172700000,,,42100000,0.195996275605214,214800000,214800000,34903,,,0,,,,,,,,,,,,,,,,,
New Hampshire,1995,1.14418,1.039625,0.456229,0.485351,85000000,85000000,,85000000,,4300000,,,80700000,,80700000,,,139000000,0.632680928538917,219700000,219700000,28432,,,0,,,,,,,,,,,,,,,,,
New Jersey,1995,1.140457,0.989993,0.456229,0.485351,1259452000,1419330482,,1419330482,,194771000,,,1162933035,,1162933035,,,498200000,0.299915774054785,1661133035,1661133035,167778,,,159878482,,,,,,,,,,,,,,,,,
New Mexico,1995,0.946305,0.988873,0.456229,0.485351,437400000,474900000,,474900000,,60400000,,,414500000,,414500000,,,48003747,0.103791044529635,462503747,462503747,68571,,,37500000,,,,,,,,,,,,,,,,,
New York,1995,1.057517,0.989115,0.456229,0.485351,2636700000,2968400000,,2968400000,,460600000,,,2507800000,,2507800000,,,872600000,0.258135131937049,3380400000,3380400000,443289,,,331700000,,,,,,,,,,,,,,,,,
North Carolina,1995,0.896213,0.98433,0.456229,0.485351,1657700000,1733400000,,1733400000,,348000000,,,1385400000,,1385400000,,,346300000,0.199976901310851,1731700000,1731700000,239043,,,75700000,,,,,,,,,,,,,,,,,
North Dakota,1995,1.015662,1.020071,0.456229,0.485351,148500000,148500000,,148500000,,32800000,,,115700000,,115700000,,,65000000,0.359712230215827,180700000,180700000,30007,,,0,,,,,,,,,,,,,,,,,
Ohio,1995,0.870595,1.009494,0.456229,0.485351,1499900000,1570100000,,1570100000,,239500000,,,1330600000,,1330600000,,,1049600000,0.440971346945635,2380200000,2380200000,330256,,,70200000,,,,,,,,,,,,,,,,,
Oklahoma,1995,0.877256,1.011231,0.456229,0.485351,644700000,662500000,,662500000,,174200000,,,488300000,,488300000,,,193400000,0.283702508434795,681700000,681700000,114477,,,17800000,,,,,,,,,,,,,,,,,
Oregon,1995,1.115894,1.008344,0.456229,0.485351,469300000,552900000,,552900000,,106000000,,,446900000,,446900000,,,238200000,0.347686469128594,685100000,685100000,95522,,,83600000,,,,,,,,,,,,,,,,,
Pennsylvania,1995,0.959724,1.027127,0.456229,0.485351,1358600000,1436200000,,1436200000,,73000000,,,1363200000,,1363200000,,,1195500000,0.467229452456325,2558700000,2558700000,277229,,,77600000,,,,,,,,,,,,,,,,,
Rhode Island,1995,1.203631,0.965323,0.456229,0.485351,115500000,115500000,,115500000,,0,,,115500000,,115500000,,,107400000,0.481830417227456,222900000,222900000,25843,,,0,,,,,,,,,,,,,,,,,
South Carolina,1995,0.930178,1.015291,0.456229,0.485351,635500000,659700000,,659700000,,175200000,,,484500000,,484500000,,,337700000,0.410727316954512,822200000,822200000,126479,,,24200000,,,,,,,,,,,,,,,,,
South Dakota,1995,0.938154,0.969914,0.456229,0.485351,98800000,98800000,,98800000,,19900000,,,78900000,,78900000,,,53900000,0.405873493975904,132800000,132800000,22765,,,0,,,,,,,,,,,,,,,,,
Tennessee,1995,0.868302,0.996218,0.456229,0.485351,881500000,881500000,,881500000,,164600000,,,716900000,,716900000,,,287300000,0.286098386775543,1004200000,1004200000,152437,,,0,,,,,,,,,,,,,,,,,
Texas,1995,0.909418,0.999183,0.456229,0.485351,3556200000,3822700000,,3822700000,,1118600000,,,2704100000,,2704100000,,,1013500000,0.27262212179901,3717600000,3717600000,622408,,,266500000,,,,,,,,,,,,,,,,,
Utah,1995,0.975545,1.019268,0.456229,0.485351,400400000,400400000,,400400000,,39600000,,,360800000,,360800000,,,135800000,0.273459524768425,496600000,496600000,79778,,,0,,,,,,,,,,,,,,,,,
Vermont,1995,1.140446,0.973758,0.456229,0.485351,52400000,52400000,,52400000,,7900000,,,44500000,,44500000,,,109800000,0.711600777705768,154300000,154300000,14979,,,0,,,,,,,,,,,,,,,,,
Virginia,1995,0.964973,1.023269,0.456229,0.485351,925800000,937300000,,937300000,,138300000,,,799000000,,799000000,,,626800000,0.439612848926918,1425800000,1425800000,216673,,,11500000,,,,,,,,,,,,,,,,,
Washington,1995,1.08211,0.990187,0.456229,0.485351,923800000,923800000,,923800000,,97100000,,,826700000,,826700000,,,305100000,0.269570595511574,1131800000,1131800000,187135,,,0,,,,,,,,,,,,,,,,,
West Virginia,1995,0.897032,1.024591,0.456229,0.485351,277800000,277800000,,277800000,,89800000,,,188000000,,188000000,,,149500000,0.442962962962963,337500000,337500000,61519,,,0,,,,,,,,,,,,,,,,,
Wisconsin,1995,0.942542,1.001632,0.456229,0.485351,970900000,1152300000,,1152300000,,120200000,,,1032100000,,1032100000,,,408300000,0.283462926964732,1440400000,1440400000,181486,,,181400000,,,,,,,,,,,,,,,,,
Wyoming,1995,0.990072,0.956238,0.456229,0.485351,139400000,152500000,,152500000,,10700000,,,141800000,,141800000,,,34400000,0.195232690124858,176200000,176200000,21521,,,13100000,,,,,,,,,,,,,,,,,
U.S.,1995,1.0,1.0,0.456229,0.485351,42156145666,46137806698,,46137806698,,7765158100,,,38299521751,,38299521751,,,17336425347,0.311604749290288,55635947098,55635947098,8065519,,,3981661032,,,,,,,,,,,,,,,,,
Alabama,1994,0.876645,1.020407,0.444098,0.471576,881000000,884300000,,884300000,,231600000,,,652700000,,652700000,,,385700000,0.371436825885978,1038400000,1038400000,182374,,,3300000,,,,,,,,,,,,,,,,,
Alaska,1994,1.240699,0.97226,0.444098,0.471576,175100000,175700000,,175700000,,14062400,,,161637600,,161637600,,,32800000,0.168691652231873,194437600,194437600,17962,,,600000,,,,,,,,,,,,,,,,,
Arizona,1994,0.964115,1.016214,0.444098,0.471576,581200000,777000000,,777000000,,104600000,,,672400000,,672400000,,,306600000,0.31317671092952,979000000,979000000,158876,,,195800000,,,,,,,,,,,,,,,,,
Arkansas,1994,0.851381,1.004731,0.444098,0.471576,412500000,412500000,,412500000,,118900000,,,293600000,,293600000,,,148300000,0.335596288753112,441900000,441900000,75473,,,0,,,,,,,,,,,,,,,,,
California,1994,1.268947,0.974561,0.444098,0.471576,4300200000,5582600000,,5582600000,,517200000,,,5065400000,,5065400000,,,1288300000,0.202763743960212,6353700000,6353700000,1069633,,,1282400000,,,,,,,,,,,,,,,,,
Colorado,1994,1.046565,1.024068,0.444098,0.471576,499200000,518600000,,518600000,,92200000,,,426400000,,426400000,,,384200000,0.473969898840365,810600000,810600000,135947,,,19400000,,,,,,,,,,,,,,,,,
Connecticut,1994,1.187963,1.001642,0.444098,0.471576,482300000,482300000,,482300000,,79200000,,,403100000,,403100000,,,189500000,0.31977725278434,592600000,592600000,60914,,,0,,,,,,,,,,,,,,,,,
Delaware,1994,1.032251,1.04089,0.444098,0.471576,120000000,120000000,,120000000,,8800000,,,111200000,,111200000,,,139900000,0.557148546395858,251100000,251100000,26515,,,0,,,,,,,,,,,,,,,,,
Florida,1994,0.953944,1.019976,0.444098,0.471576,1690300000,1690300000,,1690300000,,251100000,,,1439200000,,1439200000,,,508600000,0.261115104220146,1947800000,1947800000,396520,,,0,,,,,,,,,,,,,,,,,
Georgia,1994,0.88005,1.009819,0.444098,0.471576,1178800000,1189100000,,1189100000,,219800000,,,969300000,,969300000,,,330000000,0.253982913876703,1299300000,1299300000,202591,,,10300000,,,,,,,,,,,,,,,,,
Hawaii,1994,1.403817,1.019532,0.444098,0.471576,347200000,347200000,,347200000,,74100000,,,273100000,,273100000,,,32500000,0.106348167539267,305600000,305600000,32969,,,0,,,,,,,,,,,,,,,,,
Idaho,1994,0.939717,0.97697,0.444098,0.471576,210000000,220800000,,220800000,,24700000,,,196100000,,196100000,,,42800000,0.179154457932189,238900000,238900000,35574,,,10800000,,,,,,,,,,,,,,,,,
Illinois,1994,0.939411,0.987444,0.444098,0.471576,1663000000,2044100000,,2044100000,,365700000,,,1678400000,,1678400000,,,448800000,0.210981572019556,2127200000,2127200000,368286,,,381100000,,,,,,,,,,,,,,,,,
Indiana,1994,0.900031,1.007056,0.444098,0.471576,890300000,890300000,,890300000,,135600000,,,754700000,,754700000,,,497600000,0.397348878064362,1252300000,1252300000,178048,,,0,,,,,,,,,,,,,,,,,
Iowa,1994,0.920653,1.017111,0.444098,0.471576,594300000,618000000,,618000000,,98800000,,,519200000,,519200000,,,261100000,0.334614891708317,780300000,780300000,94188,,,23700000,,,,,,,,,,,,,,,,,
Kansas,1994,0.924198,1.001955,0.444098,0.471576,479300000,588900000,,588900000,,128600000,,,460300000,,460300000,,,192300000,0.294667483910512,652600000,652600000,107521,,,109600000,,,,,,,,,,,,,,,,,
Kentucky,1994,0.87029,1.004377,0.444098,0.471576,621500000,621500000,,621500000,,195800000,,,425700000,,425700000,,,199800000,0.319424460431655,625500000,625500000,119818,,,0,,,,,,,,,,,,,,,,,
Louisiana,1994,0.91497,1.000753,0.444098,0.471576,567600000,567600000,,567600000,,122900000,,,444700000,,444700000,,,315600000,0.415099302906747,760300000,760300000,134990,,,0,,,,,,,,,,,,,,,,,
Maine,1994,1.098886,1.026167,0.444098,0.471576,167000000,167000000,,167000000,,9700000,,,157300000,,157300000,,,88000000,0.358744394618834,245300000,245300000,28212,,,0,,,,,,,,,,,,,,,,,
Maryland,1994,1.189709,0.990881,0.444098,0.471576,714700000,836400000,,836400000,,183100000,,,653300000,,653300000,,,399800000,0.379641059728421,1053100000,1053100000,152255,,,121700000,,,,,,,,,,,,,,,,,
Massachusetts,1994,1.243975,0.987311,0.444098,0.471576,660800000,660800000,,660800000,,29900000,,,630900000,,630900000,,,314500000,0.332663422889782,945400000,945400000,120049,,,0,,,,,,,,,,,,,,,,,
Michigan,1994,0.857267,1.008582,0.444098,0.471576,1504600000,1715000000,,1715000000,,183600000,,,1531400000,,1531400000,,,1190800000,0.437440305635148,2722200000,2722200000,327690,,,210400000,,,,,,,,,,,,,,,,,
Minnesota,1994,0.961356,0.989603,0.444098,0.471576,940100000,940100000,,940100000,,147900000,,,792200000,,792200000,,,347600000,0.304965783470784,1139800000,1139800000,170649,,,0,,,,,,,,,,,,,,,,,
Mississippi,1994,0.83345,1.008723,0.444098,0.471576,411200000,436200000,,436200000,,117100000,,,319100000,,319100000,,,202200000,0.38787646268943,521300000,521300000,101068,,,25000000,,,,,,,,,,,,,,,,,
Missouri,1994,0.852005,0.985412,0.444098,0.471576,602300000,664300000,,664300000,,76600000,,,587700000,,587700000,,,379100000,0.392118328506413,966800000,966800000,149800,,,62000000,,,,,,,,,,,,,,,,,
Montana,1994,0.978571,1.059349,0.444098,0.471576,117500000,120000000,,120000000,,13800000,,,106200000,,106200000,,,56800000,0.348466257668712,163000000,163000000,29700,,,2500000,,,,,,,,,,,,,,,,,
Nebraska,1994,0.949022,1.001357,0.444098,0.471576,357900000,404700000,,404700000,,117400000,,,287300000,,287300000,,,105200000,0.268025477707006,392500000,392500000,68401,,,46800000,,,,,,,,,,,,,,,,,
Nevada,1994,1.053903,1.038213,0.444098,0.471576,194200000,194200000,,194200000,,23100000,,,171100000,,171100000,,,38900000,0.185238095238095,210000000,210000000,34672,,,0,,,,,,,,,,,,,,,,,
New Hampshire,1994,1.14418,1.039625,0.444098,0.471576,80000000,80000000,,80000000,,4000000,,,76000000,,76000000,,,130600000,0.632139399806389,206600000,206600000,28719,,,0,,,,,,,,,,,,,,,,,
New Jersey,1994,1.140457,0.989993,0.444098,0.471576,1270965000,1426753332,,1426753332,,188618000,,,1178815538,,1178815538,,,440400000,0.271983556027363,1619215538,1619215538,167375,,,155788332,,,,,,,,,,,,,,,,,
New Mexico,1994,0.946305,0.988873,0.444098,0.471576,396000000,430500000,,430500000,,54500000,,,376000000,,376000000,,,43234593,0.103127446355554,419234593,419234593,71081,,,34500000,,,,,,,,,,,,,,,,,
New York,1994,1.057517,0.989115,0.444098,0.471576,2514900000,2829200000,,2829200000,,429900000,,,2399300000,,2399300000,,,885500000,0.269575012177302,3284800000,3284800000,442730,,,314300000,,,,,,,,,,,,,,,,,
North Carolina,1994,0.896213,0.98433,0.444098,0.471576,1555500000,1626600000,,1626600000,,326000000,,,1300600000,,1300600000,,,319300000,0.197110932773628,1619900000,1619900000,239428,,,71100000,,,,,,,,,,,,,,,,,
North Dakota,1994,1.015662,1.020071,0.444098,0.471576,151400000,151400000,,151400000,,32600000,,,118800000,,118800000,,,62100000,0.343283582089552,180900000,180900000,30562,,,0,,,,,,,,,,,,,,,,,
Ohio,1994,0.870595,1.009494,0.444098,0.471576,1405000000,1475300000,,1475300000,,223900000,,,1251400000,,1251400000,,,1008400000,0.446234180015931,2259800000,2259800000,337189,,,70300000,,,,,,,,,,,,,,,,,
Oklahoma,1994,0.877256,1.011231,0.444098,0.471576,656100000,671700000,,671700000,,177900000,,,493800000,,493800000,,,153300000,0.236903106165971,647100000,647100000,115463,,,15600000,,,,,,,,,,,,,,,,,
Oregon,1994,1.115894,1.008344,0.444098,0.471576,439400000,536600000,,536600000,,103700000,,,432900000,,432900000,,,221300000,0.338275756649343,654200000,654200000,97471,,,97200000,,,,,,,,,,,,,,,,,
Pennsylvania,1994,0.959724,1.027127,0.444098,0.471576,1316200000,1387700000,,1387700000,,73000000,,,1314700000,,1314700000,,,1171000000,0.471094661463572,2485700000,2485700000,291148,,,71500000,,,,,,,,,,,,,,,,,
Rhode Island,1994,1.203631,0.965323,0.444098,0.471576,109000000,109000000,,109000000,,0,,,109000000,,109000000,,,101700000,0.482676791646891,210700000,210700000,26735,,,0,,,,,,,,,,,,,,,,,
South Carolina,1994,0.930178,1.015291,0.444098,0.471576,609100000,631800000,,631800000,,169200000,,,462600000,,462600000,,,302800000,0.395610138489679,765400000,765400000,126891,,,22700000,,,,,,,,,,,,,,,,,
South Dakota,1994,0.938154,0.969914,0.444098,0.471576,99300000,99300000,,99300000,,21500000,,,77800000,,77800000,,,52600000,0.403374233128834,130400000,130400000,22917,,,0,,,,,,,,,,,,,,,,,
Tennessee,1994,0.868302,0.996218,0.444098,0.471576,812900000,812900000,,812900000,,149800000,,,663100000,,663100000,,,281000000,0.297637962080288,944100000,944100000,155699,,,0,,,,,,,,,,,,,,,,,
Texas,1994,0.909418,0.999183,0.444098,0.471576,3553100000,3820300000,,3820300000,,1149600000,,,2670700000,,2670700000,,,918900000,0.255989525295298,3589600000,3589600000,624173,,,267200000,,,,,,,,,,,,,,,,,
Utah,1994,0.975545,1.019268,0.444098,0.471576,366500000,366500000,,366500000,,37800000,,,328700000,,328700000,,,125700000,0.276628521126761,454400000,454400000,77828,,,0,,,,,,,,,,,,,,,,,
Vermont,1994,1.140446,0.973758,0.444098,0.471576,51700000,51700000,,51700000,,7900000,,,43800000,,43800000,,,108500000,0.712409717662508,152300000,152300000,15344,,,0,,,,,,,,,,,,,,,,,
Virginia,1994,0.964973,1.023269,0.444098,0.471576,908200000,919000000,,919000000,,150600000,,,768400000,,768400000,,,603700000,0.439982508563516,1372100000,1372100000,218808,,,10800000,,,,,,,,,,,,,,,,,
Washington,1994,1.08211,0.990187,0.444098,0.471576,945000000,945000000,,945000000,,94400000,,,850600000,,850600000,,,258900000,0.233348355114917,1109500000,1109500000,183858,,,0,,,,,,,,,,,,,,,,,
West Virginia,1994,0.897032,1.024591,0.444098,0.471576,268100000,268100000,,268100000,,90000000,,,178100000,,178100000,,,132200000,0.426039316790203,310300000,310300000,62316,,,0,,,,,,,,,,,,,,,,,
Wisconsin,1994,0.942542,1.001632,0.444098,0.471576,928300000,1092700000,,1092700000,,116000000,,,976700000,,976700000,,,387000000,0.283786756618024,1363700000,1363700000,185588,,,164400000,,,,,,,,,,,,,,,,,
Wyoming,1994,0.990072,0.956238,0.444098,0.471576,135700000,148900000,,148900000,,10400000,,,138500000,,138500000,,,33600000,0.195235328297501,172100000,172100000,21601,,,13200000,,,,,,,,,,,,,,,,,
U.S.,1994,1.0,1.0,0.444098,0.471576,39936465000,43750453332,,43750453332,,7297180400,,,36393953138,,36393953138,,,16569034593,0.312841765595899,52962987731,52962987731,8123619,,,3813988332,,,,,,,,,,,,,,,,,
Alabama,1993,0.876645,1.020407,0.431611,0.460363,814400000,816700000,,816700000,,245700000,,,571000000,,571000000,,,358500000,0.385691231845078,929500000,929500000,180448,,,2300000,,,,,,,,,,,,,,,,,
Alaska,1993,1.240699,0.97226,0.431611,0.460363,171000000,171800000,,171800000,,14307500,,,157492500,,157492500,,,29800000,0.159109414418623,187292500,187292500,18033,,,800000,,,,,,,,,,,,,,,,,
Arizona,1993,0.964115,1.016214,0.431611,0.460363,577100000,756100000,,756100000,,105400000,,,650700000,,650700000,,,275700000,0.297603626943005,926400000,926400000,158969,,,179000000,,,,,,,,,,,,,,,,,
Arkansas,1993,0.851381,1.004731,0.431611,0.460363,406500000,406500000,,406500000,,110400000,,,296100000,,296100000,,,135200000,0.313470901924415,431300000,431300000,74280,,,0,,,,,,,,,,,,,,,,,
California,1993,1.268947,0.974561,0.431611,0.460363,4750800000,5767400000,,5767400000,,543200000,,,5224200000,,5224200000,,,1137700000,0.178830223675317,6361900000,6361900000,1104739,,,1016600000,,,,,,,,,,,,,,,,,
Colorado,1993,1.046565,1.024068,0.431611,0.460363,492900000,510300000,,510300000,,97300000,,,413000000,,413000000,,,372300000,0.474086336431937,785300000,785300000,136715,,,17400000,,,,,,,,,,,,,,,,,
Connecticut,1993,1.187963,1.001642,0.431611,0.460363,419600000,419600000,,419600000,,70700000,,,348900000,,348900000,,,183500000,0.344665664913599,532400000,532400000,62658,,,0,,,,,,,,,,,,,,,,,
Delaware,1993,1.032251,1.04089,0.431611,0.460363,120600000,120600000,,120600000,,9000000,,,111600000,,111600000,,,133900000,0.545417515274949,245500000,245500000,26649,,,0,,,,,,,,,,,,,,,,,
Florida,1993,0.953944,1.019976,0.431611,0.460363,1593200000,1593200000,,1593200000,,231200000,,,1362000000,,1362000000,,,475900000,0.258936830077806,1837900000,1837900000,391434,,,0,,,,,,,,,,,,,,,,,
Georgia,1993,0.88005,1.009819,0.431611,0.460363,1046200000,1056700000,,1056700000,,206000000,,,850700000,,850700000,,,304400000,0.263526967362133,1155100000,1155100000,198630,,,10500000,,,,,,,,,,,,,,,,,
Hawaii,1993,1.403817,1.019532,0.431611,0.460363,344000000,344000000,,344000000,,68300000,,,275700000,,275700000,,,31000000,0.101075970003261,306700000,306700000,31917,,,0,,,,,,,,,,,,,,,,,
Idaho,1993,0.939717,0.97697,0.431611,0.460363,200400000,209900000,,209900000,,25400000,,,184500000,,184500000,,,36900000,0.166666666666667,221400000,221400000,35022,,,9500000,,,,,,,,,,,,,,,,,
Illinois,1993,0.939411,0.987444,0.431611,0.460363,1597700000,1969000000,,1969000000,,361100000,,,1607900000,,1607900000,,,439300000,0.21458577569363,2047200000,2047200000,380093,,,371300000,,,,,,,,,,,,,,,,,
Indiana,1993,0.900031,1.007056,0.431611,0.460363,871000000,871000000,,871000000,,132900000,,,738100000,,738100000,,,474900000,0.391508656224237,1213000000,1213000000,181094,,,0,,,,,,,,,,,,,,,,,
Iowa,1993,0.920653,1.017111,0.431611,0.460363,570700000,593400000,,593400000,,93100000,,,500300000,,500300000,,,248400000,0.331775076799786,748700000,748700000,89981,,,22700000,,,,,,,,,,,,,,,,,
Kansas,1993,0.924198,1.001955,0.431611,0.460363,462500000,567300000,,567300000,,127100000,,,440200000,,440200000,,,179200000,0.289312237649338,619400000,619400000,108476,,,104800000,,,,,,,,,,,,,,,,,
Kentucky,1993,0.87029,1.004377,0.431611,0.460363,601000000,601000000,,601000000,,189200000,,,411800000,,411800000,,,197400000,0.32403151674327,609200000,609200000,121414,,,0,,,,,,,,,,,,,,,,,
Louisiana,1993,0.91497,1.000753,0.431611,0.460363,575700000,575700000,,575700000,,157100000,,,418600000,,418600000,,,269400000,0.39156976744186,688000000,688000000,136554,,,0,,,,,,,,,,,,,,,,,
Maine,1993,1.098886,1.026167,0.431611,0.460363,165300000,165300000,,165300000,,10100000,,,155200000,,155200000,,,81400000,0.344040574809806,236600000,236600000,29722,,,0,,,,,,,,,,,,,,,,,
Maryland,1993,1.189709,0.990881,0.431611,0.460363,722000000,834300000,,834300000,,185300000,,,649000000,,649000000,,,416200000,0.390724746526474,1065200000,1065200000,154175,,,112300000,,,,,,,,,,,,,,,,,
Massachusetts,1993,1.243975,0.987311,0.431611,0.460363,601500000,601500000,,601500000,,28500000,,,573000000,,573000000,,,309600000,0.350781781101292,882600000,882600000,121045,,,0,,,,,,,,,,,,,,,,,
Michigan,1993,0.857267,1.008582,0.431611,0.460363,1492200000,1679800000,,1679800000,,182000000,,,1497800000,,1497800000,,,1109900000,0.425624113203206,2607700000,2607700000,340379,,,187600000,,,,,,,,,,,,,,,,,
Minnesota,1993,0.961356,0.989603,0.431611,0.460363,948600000,948600000,,948600000,,152300000,,,796300000,,796300000,,,350500000,0.305633065922567,1146800000,1146800000,173835,,,0,,,,,,,,,,,,,,,,,
Mississippi,1993,0.83345,1.008723,0.431611,0.460363,388100000,412500000,,412500000,,110700000,,,301800000,,301800000,,,196900000,0.394826549027471,498700000,498700000,99058,,,24400000,,,,,,,,,,,,,,,,,
Missouri,1993,0.852005,0.985412,0.431611,0.460363,589100000,643500000,,643500000,,82200000,,,561300000,,561300000,,,363700000,0.393189189189189,925000000,925000000,155436,,,54400000,,,,,,,,,,,,,,,,,
Montana,1993,0.978571,1.059349,0.431611,0.460363,123200000,125600000,,125600000,,16700000,,,108900000,,108900000,,,46000000,0.296965784377017,154900000,154900000,29310,,,2400000,,,,,,,,,,,,,,,,,
Nebraska,1993,0.949022,1.001357,0.431611,0.460363,353800000,397100000,,397100000,,118300000,,,278800000,,278800000,,,98500000,0.261065465147098,377300000,377300000,69631,,,43300000,,,,,,,,,,,,,,,,,
Nevada,1993,1.053903,1.038213,0.431611,0.460363,207600000,207600000,,207600000,,24000000,,,183600000,,183600000,,,36700000,0.166591012256015,220300000,220300000,35131,,,0,,,,,,,,,,,,,,,,,
New Hampshire,1993,1.14418,1.039625,0.431611,0.460363,74000000,74000000,,74000000,,3700000,,,70300000,,70300000,,,122500000,0.635373443983402,192800000,192800000,28432,,,0,,,,,,,,,,,,,,,,,
New Jersey,1993,1.140457,0.989993,0.431611,0.460363,1183719000,1338597387,,1338597387,,182906000,,,1100657624,,1100657624,,,429400000,0.280643024984528,1530057624,1530057624,170534,,,154878387,,,,,,,,,,,,,,,,,
New Mexico,1993,0.946305,0.988873,0.431611,0.460363,367600000,401200000,,401200000,,51600000,,,349600000,,349600000,,,33796456,0.0881501523321332,383396456,383396456,68746,,,33600000,,,,,,,,,,,,,,,,,
New York,1993,1.057517,0.989115,0.431611,0.460363,2382800000,2689600000,,2689600000,,407700000,,,2281900000,,2281900000,,,872300000,0.276551899055228,3154200000,3154200000,440713,,,306800000,,,,,,,,,,,,,,,,,
North Carolina,1993,0.896213,0.98433,0.431611,0.460363,1484700000,1554000000,,1554000000,,329700000,,,1224300000,,1224300000,,,301800000,0.197758993512876,1526100000,1526100000,240045,,,69300000,,,,,,,,,,,,,,,,,
North Dakota,1993,1.015662,1.020071,0.431611,0.460363,154700000,154700000,,154700000,,34600000,,,120100000,,120100000,,,58100000,0.326038159371493,178200000,178200000,31470,,,0,,,,,,,,,,,,,,,,,
Ohio,1993,0.870595,1.009494,0.431611,0.460363,1311600000,1377200000,,1377200000,,204800000,,,1172400000,,1172400000,,,1000300000,0.460394900354398,2172700000,2172700000,342439,,,65600000,,,,,,,,,,,,,,,,,
Oklahoma,1993,0.877256,1.011231,0.431611,0.460363,668700000,684300000,,684300000,,176100000,,,508200000,,508200000,,,138400000,0.214042684812867,646600000,646600000,114122,,,15600000,,,,,,,,,,,,,,,,,
Oregon,1993,1.115894,1.008344,0.431611,0.460363,465200000,571200000,,571200000,,116900000,,,454300000,,454300000,,,190400000,0.295331161780673,644700000,644700000,102662,,,106000000,,,,,,,,,,,,,,,,,
Pennsylvania,1993,0.959724,1.027127,0.431611,0.460363,1272500000,1341700000,,1341700000,,73100000,,,1268600000,,1268600000,,,1123600000,0.469693169467436,2392200000,2392200000,299061,,,69200000,,,,,,,,,,,,,,,,,
Rhode Island,1993,1.203631,0.965323,0.431611,0.460363,104800000,104800000,,104800000,,0,,,104800000,,104800000,,,100000000,0.48828125,204800000,204800000,28351,,,0,,,,,,,,,,,,,,,,,
South Carolina,1993,0.930178,1.015291,0.431611,0.460363,600700000,621700000,,621700000,,169700000,,,452000000,,452000000,,,273000000,0.376551724137931,725000000,725000000,118794,,,21000000,,,,,,,,,,,,,,,,,
South Dakota,1993,0.938154,0.969914,0.431611,0.460363,73500000,73500000,,73500000,,19900000,,,53600000,,53600000,,,49300000,0.47910592808552,102900000,102900000,21890,,,0,,,,,,,,,,,,,,,,,
Tennessee,1993,0.868302,0.996218,0.431611,0.460363,747700000,747700000,,747700000,,141500000,,,606200000,,606200000,,,258800000,0.299190751445087,865000000,865000000,155648,,,0,,,,,,,,,,,,,,,,,
Texas,1993,0.909418,0.999183,0.431611,0.460363,3246300000,3508800000,,3508800000,,971300000,,,2537500000,,2537500000,,,868200000,0.254925565962944,3405700000,3405700000,625718,,,262500000,,,,,,,,,,,,,,,,,
Utah,1993,0.975545,1.019268,0.431611,0.460363,350900000,350900000,,350900000,,36700000,,,314200000,,314200000,,,115700000,0.269132356361945,429900000,429900000,75569,,,0,,,,,,,,,,,,,,,,,
Vermont,1993,1.140446,0.973758,0.431611,0.460363,52900000,52900000,,52900000,,8000000,,,44900000,,44900000,,,104200000,0.698859825620389,149100000,149100000,15595,,,0,,,,,,,,,,,,,,,,,
Virginia,1993,0.964973,1.023269,0.431611,0.460363,895600000,906100000,,906100000,,156600000,,,749500000,,749500000,,,550800000,0.423594555102669,1300300000,1300300000,220795,,,10500000,,,,,,,,,,,,,,,,,
Washington,1993,1.08211,0.990187,0.431611,0.460363,956200000,956200000,,956200000,,89600000,,,866600000,,866600000,,,239400000,0.216455696202532,1106000000,1106000000,174851,,,0,,,,,,,,,,,,,,,,,
West Virginia,1993,0.897032,1.024591,0.431611,0.460363,250200000,250200000,,250200000,,84200000,,,166000000,,166000000,,,118400000,0.416315049226442,284400000,284400000,63777,,,0,,,,,,,,,,,,,,,,,
Wisconsin,1993,0.942542,1.001632,0.431611,0.460363,895600000,1050900000,,1050900000,,110600000,,,940300000,,940300000,,,420900000,0.309212459594475,1361200000,1361200000,186552,,,155300000,,,,,,,,,,,,,,,,,
Wyoming,1993,0.990072,0.956238,0.431611,0.460363,135900000,149100000,,149100000,,11300000,,,137800000,,137800000,,,29800000,0.177804295942721,167600000,167600000,22005,,,13200000,,,,,,,,,,,,,,,,,
