State,FY,COLI (Cost of Living) Adjustment,EMI (Enrollment Mix) Adjustment,HECA (Inflation) Adjustment,CPI (Inflation) Adjustment,Total State Support,Total State and Local Support,Total Federal Stimulus,Total State and Local Support Excluding Federal Stimulus,Adjustments to State Support,Research - Agriculture - Medical (RAM),Total Independent Support,Total Financial Aid,Education Appropriations,Public Federal Stimulus,Education Appropriations Excluding Federal Stimulus,General Public Operations,State Public Financial Aid as a Percent of Education Appropriations,Net Tuition and Fee Revenue,Student Share,Total Education Revenue,Total Education Revenue Excluding Federal Stimulus,Net FTE Enrollment,State Tax Appropriations,Non-Tax Support,Local Appropriations,Federal Stimulus Used for Financial Aid,Agency Funding,Independent Operating,Non-Credit,State Public Financial Aid,Independent Financial Aid,Out-of-State Financial Aid,Agriculture and Extension Appropriations,Hospital Appropriations,Medical School Appropriations,Research Appropriations,Gross Tuition and Fee Revenue,Medical Tuition and Fee Revenue,Institutional Discounts and Waivers,Tuition and Fees Used for Debt Service,Gross FTE Enrollment,Medical FTE Enrollment
Wisconsin,2018,0.942542,1.001632,0.82308,0.801195,1509157200,1750200996,0.0,1750200996,0.0,161647063,37863314.0,146633357.0,1550690619,0.0,1550690619,1435382576.0,0.0743591542936909,1335301970,0.462683783419792,2885992589,2885992589,211610,1509157200.0,0.0,241043796,,,6538000.0,0.0,115308043.0,31325314.0,0.0,27772478.0,21032608.0,35670381.0,77171596.0,1641879438.0,33772247.0,157497178.0,,212715.0,1105.0
Wyoming,2018,0.990072,0.956238,0.82308,0.801195,373759707,406624537,0.0,406624537,19232325.0,46796284,0.0,28736742.0,356962968,0.0,356962968,328255493.0,0.0804214374416564,75379286,0.1746765826529,431536299,431536299,22699,354527382.0,0.0,32864830,,,0.0,2836018.0,28707475.0,0.0,29267.0,17089709.0,17071076.0,0.0,12635499.0,149035483.0,0.0,44948722.0,805955.0,22742.0,43.0
U.S.,2018,1.0,1.0,0.82308,0.801195,90013806236,101218689101,0.0,101218689101,2713601689.0,10879920860,2445063130.0,10658756766.0,87507623811,0.0,87507623811,79113665298.0,0.0958288281385819,76538155731,0.469005218584057,163192546049,163192546049,11035878,83329170433.0,3971034114.0,11204882865,,,216910786.0,349435391.0,8385753043.0,2228152344.0,36645909.0,2172906835.0,1384515148.0,5218547604.0,2103951273.0,102430819474.0,3171561977.0,14335348723.0,853233493.0,11186515.0,150637.0
D.C.,2018,1.497852,0.966775,0.82308,0.801195,89476352,89476352,0.0,89476352,5649921.0,5646431,0.0,5649921.0,83829921,0.0,83829921,78180000.0,0.0673974272264911,32253974,0.277850549380687,116083895,116083895,3568,83826431.0,0.0,0,,,0.0,0.0,5649921.0,0.0,0.0,2385914.0,0.0,0.0,3260517.0,39409141.0,0.0,1505246.0,0.0,3568.0,0.0
Alabama,2017,0.876645,1.020407,0.80414,0.781931,1567340609,1570135484,0.0,1570135484,0.0,393385661,19158413.0,89037375.0,1143426040,0.0,1143426040,1061021253.0,0.0720683140992661,2315601640,0.701355922272427,3301607025,3301607025,198619,1567340609.0,0.0,2794875,,,14292005.0,12399190.0,82404787.0,4866408.0,0.0,71179340.0,0.0,316557971.0,5648350.0,2600992007.0,202985580.0,0.0,157420655.0,208529.0,9910.0
Alaska,2017,1.240699,0.97226,0.80414,0.781931,352657901,353485174,0.0,353485174,-208675.0,33186376,964147.0,19980376.0,316355251,0.0,316355251,300318422.0,0.0506924697766436,97151888,0.234946096057606,413507139,413507139,18492,352866576.0,0.0,827273,,,0.0,0.0,16036829.0,964147.0,2979400.0,7111779.0,2200000.0,1788654.0,22085943.0,133136026.0,0.0,19947309.0,0.0,18492.0,0.0
Arizona,2017,0.964115,1.016214,0.80414,0.781931,860387300,1734282300,0.0,1734282300,102737300.0,212545500,195300.0,15398000.0,1517455500,0.0,1517455500,1506338800.0,0.00732588204398745,2328921800,0.619714122050741,3758058300,3758058300,286335,752785100.0,4864900.0,873895000,,,0.0,0.0,11116700.0,195300.0,4086000.0,50855600.0,0.0,68631200.0,93058700.0,3141141300.0,27038200.0,774064600.0,88319000.0,287156.0,821.0
Arkansas,2017,0.851381,1.004731,0.80414,0.781931,974615738,1008905194,0.0,1008905194,3654833.0,216216881,14525529.0,119629740.0,772691447,0.0,772691447,673058573.0,0.128942638600217,644664818,0.483491803276205,1333352114,1333352114,116382,883013959.0,87946946.0,34289456,,,0.0,0.0,99632874.0,14525529.0,5471337.0,68621205.0,0.0,105282537.0,42313139.0,929705260.0,43974972.0,141432596.0,84004151.0,119224.0,2842.0
California,2017,1.268947,0.974561,0.80414,0.781931,13288643713,16146496492,0.0,16146496492,0.0,665491000,131166420.0,1613465227.0,15349839072,0.0,15349839072,13867540265.0,0.0965677099314934,5878319317,0.27691141215745,21228158389,21228158389,1590692,12941392713.0,347251000.0,2857852779,,,0.0,0.0,1482298807.0,131166420.0,0.0,0.0,36124000.0,342744000.0,286623000.0,9057366124.0,90264000.0,1606484000.0,0.0,1605607.0,14915.0
Colorado,2017,1.046565,1.024068,0.80414,0.781931,874725598,949682425,0.0,949682425,0.0,131817131,9217582.0,151354530.0,808586966,0.0,808586966,666510764.0,0.175709240903099,1860752163,0.697083462638591,2669339129,2669339129,182212,853318205.0,21407393.0,74956827,,,0.0,0.0,142076202.0,9217582.0,60746.0,31747151.0,0.0,100069980.0,0.0,2116676692.0,113848327.0,0.0,0.0,188630.0,6418.0
Connecticut,2017,1.187963,1.001642,0.80414,0.781931,1252648592,1252648592,0.0,1252648592,27523.0,287170640,5781962.0,35618446.0,959695990,0.0,959695990,929859506.0,0.0310895161706365,1052572485,0.523077560512893,2012268475,2012268475,90404,1252621069.0,0.0,0,,,0.0,0.0,29836484.0,5781962.0,0.0,4888572.0,0.0,278211000.0,4071068.0,1082408969.0,0.0,0.0,0.0,90995.0,591.0
Delaware,2017,1.032251,1.04089,0.80414,0.781931,234722700,234722700,0.0,234722700,0.0,8558557,439719.0,15309359.0,224940884,0.0,224940884,210854784.0,0.0626213418810962,632084404,0.745002576851997,848432507,848432507,35554,234722700.0,0.0,0,,,0.0,0.0,14086100.0,439719.0,783540.0,2584000.0,0.0,2122705.0,3851852.0,646170504.0,0.0,0.0,8592781.0,35554.0,0.0
Florida,2017,0.953944,1.019976,0.80414,0.781931,4552475446,4582723804,0.0,4582723804,21628228.0,464473856,198355325.0,504418703.0,3917763966,0.0,3917763966,3581693035.0,0.0857813114614777,1953472168,0.33271906007792,5871236134,5871236134,597279,3681007676.0,849839542.0,30248358,,,30007553.0,2130657.0,336070931.0,168347772.0,0.0,168596377.0,0.0,295877479.0,0.0,2786173295.0,157065547.0,339564649.0,0.0,601872.0,4593.0
Georgia,2017,0.88005,1.009819,0.80414,0.781931,3238163528,3238163528,0.0,3238163528,38381140.0,330589047,75430649.0,658304672.0,2815093582,0.0,2815093582,2225525910.0,0.209430931806231,1656434132,0.370643782475848,4469073030,4469073030,348606,2533130234.0,666652154.0,0,,,7298849.0,16445050.0,589567672.0,68131800.0,605200.0,75957173.0,29838518.0,190060473.0,34732883.0,2867036140.0,47244188.0,573790148.0,2454684.0,355485.0,6879.0
Hawaii,2017,1.403817,1.019532,0.80414,0.781931,667478019,667478019,0.0,667478019,-4642885.0,100394014,0.0,4447555.0,565921439,0.0,565921439,562636450.0,0.00580467318185484,236930173,0.29511078941447,802851612,802851612,36827,662658482.0,9462422.0,0,,,0.0,0.0,3284989.0,0.0,1162566.0,18523434.0,0.0,37038025.0,44832555.0,330794304.0,11025624.0,79553518.0,0.0,37261.0,434.0
Idaho,2017,0.939717,0.97697,0.80414,0.781931,460623492,488162592,0.0,488162592,15840000.0,47731600,1197997.0,12026692.0,439232995,0.0,439232995,428404300.0,0.0246536465230714,373865879,0.459803710169693,813098874,813098874,53116,444783492.0,0.0,27539100,,,0.0,0.0,10828695.0,1197997.0,0.0,30516700.0,0.0,13514000.0,3700900.0,465794200.0,0.0,81099626.0,0.0,53166.0,50.0
Illinois,2017,0.939411,0.987444,0.80414,0.781931,4608776759,5411213087,0.0,5411213087,0.0,193074347,157976300.0,351719631.0,4958931644,0.0,4958931644,4768725843.0,0.0383562054601291,2402174480,0.330353958896669,7271517157,7271517157,327545,4608776759.0,0.0,802436328,,,0.0,97693266.0,190205801.0,157976300.0,0.0,5840945.0,96075457.0,15188882.0,75969063.0,3518948264.0,146207423.0,780360560.0,89588967.0,332668.0,5123.0
Indiana,2017,0.900031,1.007056,0.80414,0.781931,1745379182,1745379182,0.0,1745379182,0.0,238331405,82225479.0,323415127.0,1424748597,0.0,1424748597,1183632650.0,0.169234030135353,2235988798,0.6174351901605,3621414577,3621414577,248664,1738311527.0,7067655.0,0,,,0.0,0.0,241115947.0,82225479.0,73701.0,106742867.0,0.0,116348718.0,15239820.0,3017954278.0,53418101.0,487431432.0,39322818.0,253948.0,5284.0
Iowa,2017,0.920653,1.017111,0.80414,0.781931,829402839,860676525,0.0,860676525,0.0,130191216,51315654.0,58960750.0,679169655,0.0,679169655,671524559.0,0.0112565335387371,1186507395,0.635966120181411,1865677050,1865677050,132505,829402839.0,0.0,31273686,,,0.0,0.0,7645096.0,51315654.0,0.0,48153599.0,0.0,63127855.0,18909762.0,1257451964.0,63299473.0,0.0,0.0,134072.0,1567.0
Kansas,2017,0.924198,1.001955,0.80414,0.781931,769175109,999974399,0.0,999974399,0.0,201984765,8713823.0,19835387.0,787739972,0.0,787739972,776755497.0,0.0139442904898065,868449701,0.524366088714285,1656189673,1656189673,134716,756679105.0,12496004.0,230799290,,,0.0,1398750.0,10984475.0,8713823.0,137089.0,46072704.0,77496246.0,43765956.0,34649859.0,1041360877.0,62723077.0,99203624.0,0.0,138231.0,3515.0
Kentucky,2017,0.87029,1.004377,0.80414,0.781931,1152881400,1177787400,0.0,1177787400,3814200.0,156605800,64814200.0,229571800.0,931654800,0.0,931654800,772866400.0,0.170436947246985,1187450626,0.569165136708735,2086302462,2086302462,147168,920373900.0,228693300.0,24906000,,,0.0,18743400.0,158788400.0,64814200.0,5969200.0,77179300.0,2972700.0,55401400.0,21052400.0,1736185842.0,87278963.0,302667853.0,32802964.0,150381.0,3213.0
Louisiana,2017,0.91497,1.000753,0.80414,0.781931,1083387063,1083387063,0.0,1083387063,24230000.0,285057774,15911744.0,237767170.0,780920974,0.0,780920974,560562119.0,0.282178174663804,816145677,0.511027937681231,1597066651,1597066651,160057,1059157063.0,0.0,0,,,0.0,0.0,220358855.0,15911744.0,0.0,77541303.0,0.0,181136210.0,26380261.0,1363710792.0,90679635.0,236526625.0,0.0,164896.0,4839.0
Maine,2017,1.098886,1.026167,0.80414,0.781931,302209455,302209455,0.0,302209455,1068926.0,36231015,3381645.0,22778680.0,262550705,0.0,262550705,243199760.0,0.0737036489770614,236151751,0.473532360145425,498702456,498702456,34287,295432243.0,5708286.0,0,,,0.0,0.0,19350945.0,3381645.0,46090.0,13135195.0,0.0,0.0,23095820.0,325509683.0,0.0,70006987.0,0.0,34287.0,0.0
Maryland,2017,1.189709,0.990881,0.80414,0.781931,1963481407,2358151704,0.0,2358151704,0.0,288975929,63768640.0,105008282.0,2005144948,0.0,2005144948,1917350159.0,0.0437847593449888,1907029797,0.487460280100551,3912174745,3912174745,232963,1954657399.0,8824008.0,394670297,,,46817334.0,0.0,87794789.0,16951306.0,262187.0,42714475.0,4911827.0,88468569.0,152881058.0,2153069153.0,57260693.0,100983874.0,0.0,235065.0,2102.0
Massachusetts,2017,1.243975,0.987311,0.80414,0.781931,1544319564,1544319564,0.0,1544319564,0.0,52250000,43432775.0,99321583.0,1448636789,0.0,1448636789,1387777981.0,0.0420110882604404,1112534584,0.434385061354502,2561171373,2561171373,165736,1544319564.0,0.0,0,,,4970000.0,0.0,60858808.0,38462775.0,0.0,0.0,0.0,52250000.0,0.0,1602695481.0,21455000.0,407847089.0,0.0,166836.0,1100.0
Michigan,2017,0.857267,1.008582,0.80414,0.781931,1877039600,2410380049,0.0,2410380049,0.0,151603739,4135472.0,9456800.0,2254640838,0.0,2254640838,2249319510.0,0.00236016659962583,4463566427,0.664398440079982,6718207265,6718207265,378402,1877039600.0,0.0,533340449,,,0.0,0.0,5321328.0,4135472.0,0.0,61915700.0,0.0,37112871.0,52575168.0,5437117128.0,235337657.0,732891716.0,0.0,384486.0,6084.0
Minnesota,2017,0.961356,0.989603,0.80414,0.781931,1543313000,1543313000,0.0,1543313000,0.0,190911326,65497791.0,185615491.0,1286903883,0.0,1286903883,1166786183.0,0.0933385170304906,1638274845,0.56005974244183,2925178728,2925178728,189951,1543313000.0,0.0,0,,,0.0,0.0,120117700.0,65497791.0,0.0,57291767.0,0.0,117402985.0,16216574.0,1885687468.0,35556758.0,91738165.0,0.0,194202.0,4251.0
Mississippi,2017,0.83345,1.008723,0.80414,0.781931,1020276906,1077170566,0.0,1077170566,900000.0,296181960,4096339.0,38957402.0,776209817,0.0,776209817,742031204.0,0.0440326987000733,784895485,0.502781896899867,1561105302,1561105302,134538,1018976906.0,400000.0,56893660,,,,0.0,34178613.0,4096339.0,682450.0,87959362.0,6229883.0,175047817.0,26944898.0,1150125742.0,28376134.0,302675510.0,0.0,136797.0,2259.0
Missouri,2017,0.852005,0.985412,0.80414,0.781931,1011797327,1159694966,0.0,1159694966,-122645182.0,21187640,27223142.0,129613525.0,1111284184,0.0,1111284184,1008893801.0,0.0921369929260147,1010249623,0.476188321707004,2121533807,2121533807,195255,999026169.0,135416340.0,147897639,,,0.0,0.0,102390383.0,27223142.0,0.0,0.0,19437640.0,0.0,1750000.0,1612391019.0,95995745.0,403755268.0,0.0,197967.0,2712.0
Montana,2017,0.978571,1.059349,0.80414,0.781931,249254902,257431235,0.0,257431235,2196360.0,37904175,0.0,2319020.0,219527060,0.0,219527060,217208040.0,0.0105637090935395,252541020,0.534967371655376,472068080,472068080,38078,247058542.0,0.0,8176333,,,0.0,0.0,2319020.0,0.0,0.0,22138685.0,0.0,8395056.0,7370434.0,297825790.0,0.0,42965750.0,0.0,38078.0,0.0
Nebraska,2017,0.949022,1.001357,0.80414,0.781931,753553849,917843091,0.0,917843091,0.0,200398129,4441973.0,19357149.0,713002989,0.0,713002989,698087813.0,0.0209188127260431,467161333,0.401704253896437,1162948434,1162948434,76899,726010456.0,27543393.0,164289242,,,0.0,0.0,14915176.0,4441973.0,0.0,77559296.0,0.0,108514243.0,14324590.0,654725751.0,34456257.0,138192985.0,17215888.0,78852.0,1953.0
Nevada,2017,1.053903,1.038213,0.80414,0.781931,658623991,658623991,0.0,658623991,318456.0,84026228,0.0,87665771.0,574597763,0.0,574597763,486931992.0,0.152568938908312,299896975,0.342937426571456,874494738,874494738,74913,570639764.0,87665771.0,0,,,0.0,0.0,87665771.0,0.0,0.0,9080860.0,0.0,65866700.0,9078668.0,402190403.0,14627657.0,0.0,0.0,75860.0,947.0
New Hampshire,2017,1.14418,1.039625,0.80414,0.781931,127683445,127683445,0.0,127683445,0.0,13064723,0.0,2483386.0,114618722,0.0,114618722,112135336.0,0.0216664952868695,417914977,0.784767194610909,532533699,532533699,38156,126772620.0,910825.0,0,,,0.0,0.0,2483386.0,0.0,0.0,11914862.0,0.0,0.0,1149861.0,562763992.0,0.0,142365629.0,0.0,38156.0,0.0
New Jersey,2017,1.140457,0.989993,0.80414,0.781931,2287839927,2491893927,0.0,2491893927,0.0,270008000,135451000.0,431318927.0,2086434927,0.0,2086434927,1789567000.0,0.142284776370598,2836867677,0.576212332488999,4923302604,4923302604,268944,2287839927.0,0.0,204054000,,,1000000.0,0.0,296867927.0,134451000.0,0.0,20931000.0,43481000.0,204559000.0,1037000.0,3133735604.0,0.0,0.0,0.0,272062.0,3118.0
New Mexico,2017,0.946305,0.988873,0.80414,0.781931,918359390,1048995512,0.0,1048995512,18242900.0,123132589,72720.0,88640343.0,918441070,0.0,918441070,831986680.0,0.0941316681319576,225272356,0.19696573536595,1143713426,1143713426,89020,778823600.0,121292890.0,130636122,,,0.0,5235900.0,86454390.0,72720.0,2113233.0,24715600.0,0.0,66663900.0,31753089.0,435352394.0,16769585.0,106856063.0,0.0,89445.0,425.0
New York,2017,1.057517,0.989115,0.80414,0.781931,5735129034,6631256171,0.0,6631256171,0.0,300031539,325112000.0,957258000.0,6006112632,0.0,6006112632,5337896632.0,0.111255988847064,3338559762,0.357268786024389,9344672394,9344672394,549948,5735129034.0,0.0,896127137,,,36070000.0,0.0,668216000.0,289042000.0,0.0,24920000.0,13788700.0,193860906.0,67461933.0,4559628562.0,159573800.0,393279000.0,0.0,555202.0,5254.0
North Carolina,2017,0.896213,0.98433,0.80414,0.781931,3987770834,4237920567,0.0,4237920567,11702306.0,495915735,169528028.0,311793526.0,3433682958,0.0,3433682958,3291417460.0,0.0414323336604334,1805779020,0.344649704031119,5239461978,5239461978,389604,3965323795.0,10744733.0,250149733,,,0.0,138793846.0,142265498.0,169528028.0,0.0,92220787.0,0.0,352516861.0,51178087.0,2158695486.0,64957813.0,145693155.0,0.0,392235.0,2631.0
North Dakota,2017,1.015662,1.020071,0.80414,0.781931,419650340,419650340,0.0,419650340,0.0,93703006,5427987.0,18788188.0,320519347,0.0,320519347,304780420.0,0.0491044523437145,296601267,0.480621227473694,617120614,617120614,35743,419650340.0,0.0,0,,,2378726.0,0.0,15738927.0,3049261.0,0.0,54204789.0,0.0,36434992.0,3063225.0,387033481.0,15317392.0,59375895.0,0.0,37398.0,1655.0
Ohio,2017,0.870595,1.009494,0.80414,0.781931,2303647976,2482069479,0.0,2482069479,0.0,218703810,53387188.0,129261584.0,2185397000,0.0,2185397000,2107002182.0,0.0358721175145752,3110142112,0.5873135947485,5295539112,5295539112,390840,2303647976.0,0.0,178421503,,,2911940.0,24189963.0,78394818.0,50475248.0,391518.0,24209491.0,0.0,157807549.0,36686770.0,4392165466.0,215253242.0,988375294.0,0.0,397411.0,6571.0
Oklahoma,2017,0.877256,1.011231,0.80414,0.781931,931004515,975672478,0.0,975672478,124982407.0,141460114,10787386.0,109990152.0,823390352,0.0,823390352,724222212.0,0.120438792802372,811893616,0.496484789117678,1635283968,1635283968,133682,785484076.0,20538032.0,44667963,,,0.0,0.0,99168140.0,10787386.0,34626.0,44690519.0,0.0,94813728.0,1955867.0,1218178763.0,86351564.0,220765443.0,0.0,139873.0,6191.0
Oregon,2017,1.115894,1.008344,0.80414,0.781931,816745525,984915414,0.0,984915414,0.0,106888557,5068827.0,83460941.0,828496801,0.0,828496801,750104687.0,0.0946196942527482,1258257418,0.602973463066951,2086754219,2086754219,150305,812625523.0,4120002.0,168169889,,,0.0,44461229.0,78392114.0,5068827.0,0.0,55448529.0,9278972.0,30310898.0,11850158.0,1497936330.0,14948244.0,146338554.0,0.0,151191.0,886.0
Pennsylvania,2017,0.959724,1.027127,0.80414,0.781931,1693108000,1815739113,0.0,1815739113,0.0,83065000,202024423.0,383830801.0,1528122928,0.0,1528122928,1318227205.0,0.137355260597202,3687407567,0.70700527406273,5215530495,5215530495,350919,1693108000.0,0.0,122631113,,,30616107.0,0.0,209895723.0,171408316.0,2526762.0,51813000.0,21181000.0,10071000.0,0.0,4809349509.0,,912046219.0,,353166.0,2247.0
Rhode Island,2017,1.203631,0.965323,0.80414,0.781931,188739813,188739813,0.0,188739813,0.0,0,1874005.0,9686466.0,186771160,0.0,186771160,179053347.0,0.0413222951552049,281878220,0.601469311663231,468649380,468649380,31569,188739813.0,0.0,0,,,0.0,0.0,7717813.0,1874005.0,94648.0,0.0,0.0,0.0,0.0,414181707.0,0.0,124585674.0,0.0,31569.0,0.0
South Carolina,2017,0.930178,1.015291,0.80414,0.781931,1094964380,1166256635,0.0,1166256635,0.0,127484305,94502440.0,362623595.0,932644027,0.0,932644027,663067868.0,0.289045070997919,1563862646,0.652343876099,2397297964,2397297964,167414,736836329.0,358128051.0,71292255,,,5397754.0,7683113.0,269576159.0,89104686.0,3942750.0,41192980.0,0.0,86291325.0,0.0,2331328768.0,94274023.0,403615940.0,99208709.0,171158.0,3744.0
South Dakota,2017,0.938154,0.969914,0.80414,0.781931,238612300,238612300,0.0,238612300,1447627.0,45469041,1217631.0,7042979.0,191925628,0.0,191925628,186100280.0,0.0303521111834007,249308916,0.583792795747336,427050347,427050347,32295,231820166.0,5344507.0,0,,,0.0,0.0,5825348.0,1217631.0,0.0,20836335.0,0.0,15938787.0,8693919.0,263140732.0,8006468.0,0.0,14184197.0,32796.0,501.0
Tennessee,2017,0.868302,0.996218,0.80414,0.781931,1813499442,1813499442,0.0,1813499442,53409742.0,301474600,91272994.0,474474300.0,1420751848,0.0,1420751848,1036937502.0,0.270148757181134,1081306475,0.438122765796195,2468044483,2468044483,182223,1367289700.0,392800000.0,0,,,613040.0,0.0,383814346.0,90659954.0,0.0,69033200.0,150306400.0,49420000.0,32715000.0,1809160585.0,117894691.0,226145073.0,34013840.0,186275.0,4052.0
Texas,2017,0.909418,0.999183,0.80414,0.781931,7922848937,9559206290,0.0,9559206290,2225998655.0,1953177971,132553217.0,559331255.0,7473475102,0.0,7473475102,7046697064.0,0.057105701454172,6525863086,0.466155113789155,13999338188,13999338188,1030211,5638162158.0,58688124.0,1636357353,,,0.0,0.0,426778038.0,132553217.0,0.0,141087047.0,622677932.0,706961101.0,482451891.0,8118885568.0,288824056.0,877420388.0,0.0,1038424.0,8213.0
Utah,2017,0.975545,1.019268,0.80414,0.781931,978663600,978663600,0.0,978663600,0.0,83850400,313741.0,22118241.0,890097829,0.0,890097829,868293329.0,0.0244967455144754,742019725,0.45463620140685,1632117554,1632117554,123075,966497600.0,12166000.0,0,,,0.0,4401630.0,21804500.0,313741.0,0.0,27232000.0,11945600.0,42669200.0,2003600.0,933277467.0,30797367.0,138655875.0,0.0,124504.0,1429.0
Vermont,2017,1.140446,0.973758,0.80414,0.781931,90108125,90108125,0.0,90108125,384432.0,19352929,5118144.0,20206454.0,60437515,0.0,60437515,50548742.0,0.163619781521461,352552068,0.885004222465807,398362018,398362018,20638,89723693.0,0.0,0,,,0.0,0.0,9888773.0,5118144.0,5199537.0,9572954.0,0.0,9779975.0,0.0,533184949.0,24474726.0,146269382.0,14627565.0,21097.0,459.0
Virginia,2017,0.964973,1.023269,0.80414,0.781931,2051845077,2074304272,0.0,2074304272,0.0,210207770,93438390.0,286400727.0,1770468112,0.0,1770468112,1550070050.0,0.124485756341033,2415901927,0.58057797637511,4161201467,4161201467,305307,2051845077.0,0.0,22459195,,,27625725.0,0.0,220398062.0,65812665.0,190000.0,86672370.0,0.0,66399643.0,57135757.0,3178785215.0,96365290.0,446119936.0,25168572.0,307950.0,2643.0
Washington,2017,1.08211,0.990187,0.80414,0.781931,1878116000,1878116000,0.0,1878116000,0.0,91550651,39649433.0,307422636.0,1746915916,0.0,1746915916,1479142713.0,0.153283395352613,1317667259,0.42996622501525,3064583175,3064583175,239481,1878116000.0,0.0,0,,,0.0,0.0,267773203.0,39649433.0,0.0,22159000.0,6640678.0,33499173.0,29251800.0,1631089447.0,45648985.0,0.0,0.0,242356.0,2875.0
West Virginia,2017,0.897032,1.024591,0.80414,0.781931,484109151,484109151,0.0,484109151,0.0,143417288,9232508.0,92428224.0,325222702,0.0,325222702,242086686.0,0.255627960436784,496512085,0.643098932918767,772061746,772061746,69938,445919229.0,38189922.0,0,,,0.0,6176953.0,83136016.0,9232508.0,59700.0,37681891.0,9096291.0,93869648.0,2769458.0,810621895.0,113650214.0,117323580.0,49673041.0,71805.0,1867.0
Wisconsin,2017,0.942542,1.001632,0.80414,0.781931,1473947300,1704892678,0.0,1704892678,-25000000.0,168129175,36970432.0,147436376.0,1499793071,0.0,1499793071,1382789127.0,0.0780133914887249,1318006579,0.467743183586526,2817799650,2817799650,213143,1498947300.0,0.0,230945378,,,6538000.0,0.0,117003944.0,30432432.0,0.0,31406654.0,20919769.0,37585147.0,78217605.0,1619993402.0,29703879.0,155279000.0,0.0,214239.0,1096.0
Wyoming,2017,0.990072,0.956238,0.80414,0.781931,382164128,413401048,0.0,413401048,20917398.0,43830331,0.0,28287388.0,366934831,0.0,366934831,338647443.0,0.0770910407248856,63351845,0.147508876172522,429478189,429478189,23300,361246730.0,0.0,31236920,,,0.0,2635886.0,28287388.0,0.0,0.0,13328479.0,17278344.0,0.0,13223508.0,133561573.0,0.0,41922340.0,808487.0,23336.0,36.0
U.S.,2017,1.0,1.0,0.80414,0.781931,87255912228,97540147381,0.0,97540147381,2519385691.0,10490393245,2466370514.0,9994638732.0,84164122509,0.0,84164122509,76456189538.0,0.0915013720861462,74096715987,0.470445087848824,157503432177,157503432177,11061950,81212364337.0,3524162200.0,10284235153,,,216537033.0,382388833.0,7701132690.0,2249833481.0,36872280.0,2169178876.0,1201880957.0,5169378119.0,1949955293.0,98546395351.0,3142930350.0,13605616324.0,757406319.0,11210245.0,148295.0
D.C.,2017,1.497852,0.966775,0.80414,0.781931,86741928,86741928,0.0,86741928,4983505.0,5078423,0.0,4983505.0,81663505,0.0,81663505,76680000.0,0.0610248727384405,32622534,0.285446361475525,114286039,114286039,3239,81758423.0,0.0,0,,,0.0,0.0,4983505.0,0.0,0.0,2597867.0,0.0,0.0,2480556.0,39407639.0,0.0,1801600.0,0.0,3239.0,0.0
Alabama,2016,0.876645,1.020407,0.786724,0.764959,1495278016,1497639016,0.0,1497639016,0.0,412100898,17152455.0,68099331.0,1054930293,0.0,1054930293,991773387.0,0.0598683215555362,2204984045,0.708027646125587,3114262638,3114262638,195536,1495278016.0,0.0,2361000,,,13266210.0,12399190.0,63156906.0,3886245.0,0.0,70561038.0,0.0,336191510.0,5348350.0,2452938821.0,184797870.0,0.0,145651700.0,205062.0,9526.0
Alaska,2016,1.240699,0.97226,0.786724,0.764959,377216662,378167364,0.0,378167364,-284365.0,40128970,823883.0,19152127.0,334381411,0.0,334381411,318886267.0,0.0463397290945698,99092717,0.228601225769119,433474128,433474128,19269,377501027.0,0.0,950702,,,0.0,0.0,15495144.0,823883.0,2833100.0,6985311.0,2200000.0,2355241.0,28588418.0,133184595.0,0.0,18596734.0,0.0,19269.0,0.0
Arizona,2016,0.964115,1.016214,0.786724,0.764959,822244800,1677163700,0.0,1677163700,98138600.0,209952400,195300.0,15402000.0,1462926000,0.0,1462926000,1451809300.0,0.00759894895572298,2170802500,0.613930464394817,3535909400,3535909400,279239,719294300.0,4811900.0,854918900,,,0.0,0.0,11116700.0,195300.0,4090000.0,42855600.0,0.0,68393500.0,98703300.0,2934595600.0,25581200.0,727095200.0,97819100.0,279998.0,759.0
Arkansas,2016,0.851381,1.004731,0.786724,0.764959,989276907,1022811337,0.0,1022811337,6021582.0,214159053,14850943.0,128004380.0,788472269,0.0,788472269,680647904.0,0.136750992063108,604062395,0.460730472400649,1311097119,1311097119,117112,881072215.0,102183110.0,33534430,,,0.0,0.0,107824365.0,14850943.0,5329072.0,68386906.0,0.0,104876893.0,40895254.0,888846267.0,42439006.0,134520501.0,81437545.0,119773.0,2661.0
California,2016,1.268947,0.974561,0.786724,0.764959,13067959152,15699257152,0.0,15699257152,1456000.0,722270000,181226029.0,1955493665.0,14795761123,0.0,14795761123,13021493487.0,0.119917293963465,5055444136,0.254666861283297,19851205259,19851205259,1584280,12715924152.0,350579000.0,2631298000,,,0.0,0.0,1774267636.0,181226029.0,0.0,0.0,68935000.0,373558000.0,279777000.0,8583717772.0,68063000.0,1685943000.0,0.0,1599151.0,14871.0
Colorado,2016,1.046565,1.024068,0.786724,0.764959,871367734,939871199,0.0,939871199,0.0,128958047,9059441.0,150901114.0,801822043,0.0,801822043,660012038.0,0.17685969877982,1750094665,0.685796154519319,2551916708,2551916708,180264,850848136.0,20519598.0,68503465,,,0.0,0.0,141810005.0,9059441.0,31668.0,31679687.0,0.0,97278360.0,0.0,1997210051.0,105305381.0,,,186262.0,5998.0
